0	delito_continuado_de_abandono_de_familia	IMPLICA	abandono_de_familia
1	daños_causados_por_el_incendio	IMPLICA	incendio
2	responsabilidad_de_los_daños_causados_por_incendio	IMPLICA	daños_causados_por_el_incendio
3	cumplimiento_del_plazo_de_preaviso	IMPLICA	preaviso
4	cumplimiento_del_plazo_de_preaviso	IMPLICA	plazo_de_preaviso
5	precio_por_metro_cuadrado	IMPLICA	metro_cuadrado
6	consejo_de_administracion_del_banco	IMPLICA	entidad_bancaria
7	falta_de_injurias	IMPLICA	comision_de_falta_de_injurias
8	validez_del_testamento	IMPLICA	testamento
9	declaracion_de_nulidad_del_testamento	IMPLICA	testamento
10	momento_de_otorgamiento_del_testamento	IMPLICA	testamento
11	protocolizacion_del_testamento	IMPLICA	testamento
12	copia_del_testamento	IMPLICA	testamento
13	ineficacia_del_testamento	IMPLICA	testamento
14	autenticidad_del_testamento	IMPLICA	testamento
15	literalidad_del_testamento	IMPLICA	testamento
16	legado_testamentario	IMPLICA	testamento
17	archivo_de_historias_clinicas	IMPLICA	historial_medico
18	delito_de_hurto_sin_circunstancias_modificativas_de_la_responsabilidad	IMPLICA	circunstancias_modificativas_de_la_responsabilidad_penal
19	traslado_del_domicilio_social	IMPLICA	domicilio_social
20	inspeccion_veterinaria	IMPLICA	veterinario
21	hombre_casado	IMPLICA	matrimonio
22	autorizacion_del_padre	IMPLICA	padre
23	custodia_paterna	IMPLICA	padre
24	domicilio_paterno	IMPLICA	padre
25	guarda_y_custodia_a_favor_del_padre	IMPLICA	padre
26	fallecimiento_del_padre	IMPLICA	padre
27	regimen_de_visitas_a_favor_del_padre	IMPLICA	padre
28	prestaciones_derivadas_del_fallecimiento	IMPLICA	fallecimiento
29	inscripcion_de_defuncion	IMPLICA	fallecimiento
30	beneficiarios_en_los_casos_de_muerte	IMPLICA	fallecimiento
31	adquisicion_por_causa_de_muerte	IMPLICA	fallecimiento
32	sucesion_procesal_por_muerte	IMPLICA	fallecimiento
33	acuerdo_de_la_junta_electoral	IMPLICA	junta_electoral
34	necesidad_de_desalojar_la_vivienda	IMPLICA	desalojo_de_vivienda
35	clausula_limitativa_de_derechos_del_asegurado	IMPLICA	medidas_restrictivas_de_derechos
36	empleado_de_banca	IMPLICA	entidad_bancaria
37	aumento_de_pension_alimenticia	IMPLICA	pension_de_alimentos
38	abono_de_salarios_de_tramitacion	IMPLICA	salarios_de_tramitacion
39	bienes_gananciales	IMPLICA	regimen_de_gananciales
40	informe_medico_de_urgencias	IMPLICA	asistencia_medica_urgente
41	solvencia_de_la_empresa	IMPLICA	insolvencia_de_la_empresa
42	duracion_de_mandato_de_los_representantes_de_los_trabajadores	IMPLICA	representantes_de_los_trabajadores
43	aprobacion_del_convenio_regulador	IMPLICA	convenio_regulador
44	cumplimiento_del_convenio	IMPLICA	incumplimiento_del_convenio
45	sustancia_que_causa_grave_daño_a_la_salud	IMPLICA	daños_para_la_salud
46	categoria_profesional_de_profesor_de_religion	IMPLICA	profesor_de_religion
47	retraso_en_la_entrega_del_equipaje_facturado	IMPLICA	facturacion_de_equipaje
48	subcomunidad_de_propietarios	IMPLICA	comunidad_de_propietarios
49	intento_de_suicidio	IMPLICA	ideaciones_suicidas
50	cadaver_de_la_victima	IMPLICA	fallecimiento
51	circunstancia_de_resentimiento	IMPLICA	resentimiento
52	cumplimiento_del_plazo_de_preaviso	IMPLICA	cumplimiento_del_plazo
53	pago_de_pension_vitalicia	IMPLICA	pension_vitalicia
54	reconocimiento_de_una_base_reguladora	IMPLICA	base_reguladora
55	delito_de_robo_con_escalamiento	IMPLICA	robo
56	inhabilitacion_especial_para_el_derecho_de_sufragio_pasivo	IMPLICA	derecho_de_sufragio_pasivo
57	archivos_de_titularidad_estatal	IMPLICA	titularidad_estatal
58	entrevista_radiofonica	IMPLICA	emisora_de_radio
59	resolucion_del_contrato_de_arrendamiento_rustico	IMPLICA	contrato_de_arrendamientos_rusticos
60	ataque_epileptico	IMPLICA	epilepsia
61	restos_mortales	IMPLICA	fallecimiento
62	crisis_de_asma	IMPLICA	asma
63	voluntad_suicida	IMPLICA	ideaciones_suicidas
64	atenuante_muy_cualificada_de_reparacion_del_daño	IMPLICA	atenuante_cualificada_de_reparacion_del_daño
65	mano_dominante	IMPLICA	mano_no_dominante
66	reduccion_de_la_cuantia_de_la_pension_de_alimentos	IMPLICA	pension_de_alimentos
67	contrato_de_seguro_de_transporte	IMPLICA	seguro_de_transportes_terrestres
68	reduccion_de_jornada_por_erte	IMPLICA	expediente_de_regulacion_temporal_de_empleo
69	delito_de_lesiones_por_mutilacion_genital	IMPLICA	mutilacion_genital
70	mejora_de_la_calidad_de_la_asistencia_sanitaria	IMPLICA	asistencia_sanitaria
71	clausula_no_a_la_orden	IMPLICA	letra_de_cambio
72	efectividad_de_la_clausula_penal	IMPLICA	clausula_penal
73	nulidad_de_la_clausula_penal	IMPLICA	clausula_penal
74	inaplicabilidad_de_la_clausula_penal	IMPLICA	clausula_penal
75	validez_de_la_clausula_penal	IMPLICA	clausula_penal
76	validez_de_la_clausula_de_sumision	IMPLICA	clausula_de_sumision_expresa
77	aplicabilidad_de_clausula_penal	IMPLICA	clausula_penal
78	ineficacia_de_la_clausula_penal	IMPLICA	clausula_penal
79	cumplimiento_de_la_clausula_penal	IMPLICA	clausula_penal
80	vigencia_de_la_clausula_penal	IMPLICA	clausula_penal
81	sancion_moratoria	IMPLICA	clausula_moratoria
82	nulidad_de_la_clausula_de_sumision	IMPLICA	clausula_de_sumision_expresa
83	nulidad_de_la_clausula_financiera	IMPLICA	clausula_bancaria
84	impugnacion_de_clausula	IMPLICA	clausula
85	inaplicacion_de_clausula	IMPLICA	clausula
86	nulidad_de_la_clausula_de_afianzamiento	IMPLICA	clausula_de_afianzamiento
87	operatividad_de_la_clausula	IMPLICA	clausula
88	contenido_de_la_clausula	IMPLICA	clausula
89	inexistencia_de_clausula	IMPLICA	clausula
90	clausula_de_confidencialidad	IMPLICA	deber_de_confidencialidad
91	vulneracion_de_la_confidencialidad	IMPLICA	clausula_de_confidencialidad
92	clausula_de_desheredacion	IMPLICA	testamento
93	clausula_de_devengo_de_intereses	IMPLICA	devengo_de_intereses
94	clausula_de_intercambio_de_informacion	IMPLICA	intercambio_de_informacion
95	nulidad_de_la_clausula_de_redondeo	IMPLICA	clausula_de_redondeo
96	clausula_de_reserva_de_dominio	IMPLICA	reserva_de_dominio
97	clausula_de_revision_de_los_contratos	IMPLICA	revision_del_contrato
98	clausula_de_constitucion_de_fianza	IMPLICA	constitucion_de_fianza
99	clausula_demilitadora_del_riesgo	IMPLICA	delimitacion_del_riesgo
100	indemnizacion_por_responsabilidad_extracontractual	IMPLICA	responsabilidad_contractual
101	disolucion_por_divorcio_del_matrimonio_canonico	IMPLICA	matrimonio_canonico
102	cuantia_de_las_cargas_matrimoniales	IMPLICA	cargas_y_responsabilidades_matrimoniales
103	cargas_y_responsabilidades_matrimoniales	IMPLICA	matrimonio
104	pertenencia_a_segi	IMPLICA	segi
105	regulacion_del_uso_del_catalan	IMPLICA	lengua_catalana
106	regulacion_del_uso_del_gallego	IMPLICA	lengua_gallega
107	regulacion_del_uso_del_valenciano	IMPLICA	lengua_valenciana
108	bandera_autonomica	IMPLICA	comunidad_autonoma
109	delito_de_revelacion_de_secretos_empresariales	IMPLICA	revelacion_de_secretos_de_empresa
110	derechos_de_las_asociaciones_de_consumidores_y_usuarios	IMPLICA	asociacion_de_consumidores_y_usuarios
111	regimen_interno_de_la_asociacion	IMPLICA	asociaciones
112	registro_de_asociaciones_religiosas	IMPLICA	asociacion_religiosa
113	competencia_de_la_junta_electoral	IMPLICA	junta_electoral
114	prescripcion_de_la_responsabilidad_contable	IMPLICA	responsabilidad_contable
115	comiso_de_la_droga	IMPLICA	incautacion_de_cocaina
116	estatuto_de_autonomia_de_asturias	IMPLICA	asturias
117	competencia_autonomica_en_asistencia_social	IMPLICA	asistencia_social
118	inadecuacion_del_juicio_de_desahucio	IMPLICA	juicio_por_desahucio
119	cuenta_de_la_red_social	IMPLICA	red_social
120	cuenta_de_instagram	IMPLICA	red_social_instagram
121	ladera_de_la_montaña	IMPLICA	zona_de_montaña
122	ascenso_al_empleo_de_brigada	IMPLICA	brigada
123	delito_de_trafico_de_generos_corrompidos	IMPLICA	delito_de_peligro_abstracto
124	zona_periferica_de_proteccion_de_espacios_naturales	IMPLICA	espacio_natural_protegido
125	puerto_de_montaña	IMPLICA	zona_de_montaña
126	voluntad_testamentaria	IMPLICA	testamento
127	usuario_de_telefono	IMPLICA	linea_telefonica
128	personal_investigador_en_formacion	IMPLICA	formacion_de_personal_investigador
129	prestacion_con_producto_dietetico	IMPLICA	producto_dietetico
130	caracter_personalisimo_del_testamento	IMPLICA	testamento
131	contrato_administrativo	IMPLICA	contrato_no_administrativo
132	cesion_del_credito_horario	IMPLICA	credito_horario
133	improcedencia_del_despido_disciplinario	IMPLICA	despido_improcedente
134	nulidad_de_clausula_suelo	IMPLICA	clausula_bancaria
135	moderacion_de_la_clausula_penal	IMPLICA	clausula_penal
136	oficina_bancaria	IMPLICA	entidad_bancaria
137	caza	IMPLICA	muerte_de_animal
138	sindicato	IMPLICA	libertad_sindical
